,id,order_number,question,label_1,label_2,label_predict
2050,2051,H850949120171005121437,用户办理过户   身份证比对不通过  342501198111074441   邓道红   订单号84548458,,,过户不成功
2051,2052,H850949120171009143909,渠道经理的工号 办理实名制  证件全部上传  点完成 页面提示    调用身份证照片接口失败     麻烦问下什么原因,,,人像采集报错
2052,2053,H850949120171009150720, 在给用户杨海鹏342501199005227250过户时，提示该账户的主号码为拆机状态，请修改。麻烦帮忙看看，可不可以过户， ,,,拆机/销户系统校验不通过
2053,2054,H850963620170922180919,用户修改用户资料，实名复机提示用户证件字数少于6，无法复机，但是我们已经帮用户修改，现在再次修改，提示用户证件必须修改一项，用户证件已是正确名称，无法修改,,,未实名
2054,2055,H850968520171004171727,麻烦老师把在途单97742761删除,,,订单删单/撤单
2055,2056,H850968620171018131806,麻烦老师将套餐ID：182184304做月底失效。,,,套餐后台修改
2056,2057,H850968720171016094853,老师，用户预存年费宽带费，在线支付  ，已经提示缴费成功，但是系统无法确定缴费，显示,,,订单卡单
2057,2058,H850979920171010151632,用户18156612475，960+C改爱家99，为什么实名了，还是提示这个,,,未实名
2058,2059,H851000020170929144603,H8501677这个工号做单子联系电话老是显示我自己的号码，机线员老是看不到号码，哪位帮忙看看,,,工号权限/密码
2059,2060,H851006220170929100947,18949175777号码变更应用功能的单子一直在开通中。用户现在4G网络上不了。订单号：126858603。麻烦给看下,,,订单卡单
2060,2061,H851040520171002094438,"255807391,卡单，烦请处理为感",,,订单卡单
2061,2062,H851040520171004153641,订单号：256042995，用户办理实名，经办人等证件均已读卡，但系统提示报错，烦请处理为感，前台用户意见颇大，烦请尽快处理,,,受理报错
2062,2063,H851040520171005090317,用户办理改套餐业务，集团彩铃自动失效，查询后集团彩铃组还在，但是拨打用户号码没有彩铃，烦请解决为感，用户号码：15375086200,,,受理报错
2063,2064,H851040520171005173150,用户号码：18055196828，用户缴费300元，但系统显示398，发票却是300元，烦请处理为感,,,发票打印
2064,2065,H851040520171008140653,用户单宽用户，办理改省内不限量199，工号选不到优惠24个月，每月优惠100的权限，烦请处理为感!,,,改签不限量套餐
2065,2066,H851040520171009101846,号码：15385170690，用户办理实名登记，换了几台电脑和工号，都报错：调用身份证照片接口失败，烦请处理为感,,,人像采集报错
2066,2067,H851040520171014100841,订单号：256902133，办理改49云云卡，一直开通中，烦请过单处理为感,,,订单卡单
2067,2068,H851040520171014154310,"18956560956,使用换卡神器换卡，一直待发送，烦请处理为感",,,订单卡单
2068,2069,H851040520171014171045,用户号码87337030，实名登记，竣工后依然缺失，查询账户错误，烦请处理为感,,,未实名
2069,2070,H851040520171020144556,"251067398,一直处于待竣工环节，烦请过单为感",,,订单卡单
2070,2071,H851040520171021142921,"15375109123,用户换卡，提示套餐失效，烦请处理为感",,,套餐后台修改
2071,2072,H851040520171027175727,用户号码18130085047，办理换卡报错如图，烦请处理,,,受理报错
2072,2073,H851040520171028100558,订单号258579663办理3G过渡4G系统提示缴费失败，无法确认缴费，烦请处理,,,受理报错
2073,2074,H851046220171015143802,改199不限量最后老是提交不过去,,,改签不限量套餐
2074,2075,H851096020171001151943,18158999938用户原来为129套餐，改为199不限量套餐，这个副卡上面的乐享4G副卡功能包―201410被退订了，请问要怎么加上啊？,,,改签不限量套餐
2075,2076,H851096020171014100802,"号码13329291059,15395631299改不限量时，乐享4G副卡功能包201410被退订了，在小前台受理不了，麻烦帮忙加一下，谢谢",,,改签不限量套餐
2076,2077,H851103020171031141913,18949981393用户上午改套餐签转199  到现在也没有竣工  购物车也没有单子  帮忙看看什么情况,,,订单删单/撤单
2077,2078,H851130220171002111724,订单号：84499584   还在开通中  麻烦过夏单,,,无匹配标签
2078,2079,H851130220171015145023,订单号：84756196  一直在待发送状态  麻烦看下 ,,,订单卡单
2079,2080,H851130220171021092418,订单号：   84501562  一点查询里面打不出回执单  麻烦看下,,,人像采集报错
2080,2081,H851142820171001102529,13365705121  解挂卡单了 ,,,订单卡单
2081,2082,H851142820171002152707,255003125745 合并 255001425079,,,客户编码合并
2082,2083,H851142820171007131225,18955080289  手机号码改套餐报错,,,受理报错
2083,2084,H851142820171013172139,255005121263 合并到 255001615774  ,,,客户编码合并
2084,2085,H851150620170928162457,订单号：103305837  （激活号码一直在竣工中）,,,订单卡单
2085,2086,H851208520170929144448,用户18055334579迁改199不限量时。加副卡出现问题  ，错误编码【030015】集团能力开放平台(SAOP)异常：流水号【1000000200201709291543329821】调用SOO报文构造引擎异常：提供的原始报文（半成品SOO）报文,,,改签不限量套餐
2086,2087,H851208620170928164033,号码18055337901 用户改99不限量 退订OCS一卡双号虚号套餐 套餐ID268626063 麻烦领导处理,,,改签不限量套餐
2087,2088,H851210920171030102802,做199省内不限量为什么总是这样，好几次了，哪来的串号啊，麻烦帮我看下，谢谢,,,改签不限量套餐
2088,2089,H851236020171007080552,15398293967省内199不限量套餐可选包_省内不限量赠送包201707没有了……,,,改签不限量套餐
2089,2090,H851237520171028100322,用户IPTV5562011181392与承载宽带不是同一合同号，麻烦把承载宽带改为KDYX55620141649246，谢谢,,,IPTV退单、删单
2090,2091,H851248720170920122528,18010887633 取消一卡双号，短信失败提醒及4G集团失败提醒，烦请师傅帮忙处理,,,受理报错
2091,2092,H851267820171001113544,17360882225，6686777，办不限量199时办成爱家199，怎么撤单,,,订单删单/撤单
2092,2093,H851298920171020092130,82723308补拍证件老是参数异常，请帮忙解决一下,,,人像采集报错
2093,2094,H851306520170929151709,18155721521改199不限量套餐带不出来副卡。,,,改签不限量套餐
2094,2095,H851306520171003170200,17358007755用户办理全国不限量套餐，申请降档处理,,,改签不限量套餐
2095,2096,H851306520171004140624,18155720777改不限量，改不过去,,,改签不限量套餐
2096,2097,H851306520171011090905,17719316259此号码冷冻期，帮忙解冻,,,OCS冷冻期解冻
2097,2098,H851306520171019121934,18955788873在4G拆机，过不去,,,受理报错
2098,2099,H851312620171010090202,"1、不限量的接触表里面的同一个网点，对应的本地网不一样， select *      from eda.v_md_recommendrecord_collect_d a        where a.deal_date >= &riqi_start       and a.deal_date <= &riqi_end       and a.channel_id in(；14；,；13；)       and a.market_case_busi_type_id=；95；       and a.AGEN",,,改签不限量套餐
2099,2100,H851312620171020150507,崔巍包区，双百兆高签199融合不限量活动好多重复，需核查原因,,,改签不限量套餐
2100,2101,H851312620171025105645,1、智慧营销平台报错，无法登陆 2、没有活动弹窗 3、10.24号不限量套餐迁转接触数据未下发  请处理，谢谢,,,改签不限量套餐
2101,2102,H851312620171025155820,崔巍包区1、双百兆高签199融合不限量活动好多号码派单重复  2、重复的号码有的点进去是空白,,,改签不限量套餐
2102,2103,H851312720171012144410,烦请将以下三个活动放到H8513127工号下。,,,工号权限/密码
2103,2104,H851315420170929173744,18956985058吴承六，这个号码因前期给其副卡过户时变成了15305565036唐茂盛的副卡，但在唐茂盛用户信息里面又无其号码，用18956985058进去查又在他自己账户上，麻烦帮忙看看怎么处理,,,过户不成功
2104,2105,H851340720171004114925,麻烦问下我1号发单要释放串号的两个手机oppoA57    A000007378AFE6跟oppoA59s  A00000710527E9审批到哪了，用户急着装啊,,,串码释放
2105,2106,H851340720171005125434,你好我1号发单的释放的串号A00000710527E9，现在审批到哪了，用户催啊，麻烦帮忙早点处理,,,串码释放
2106,2107,H851390120170929165644,给客户补卡，确定缴费交不了，销售单号:163819941,,,订单卡单
2107,2108,H851393420170928115634,IPTV5572015406272帮忙看一下这个是移机单,,,IPTV退单、删单
2108,2109,H851393420171003094256,H8513934工号被锁上了，麻烦帮忙解锁,,,工号权限/密码
2109,2110,H851393420171003105356,13329176517 帮忙看一下，这个销户怎么消不掉,,,拆机/销户系统校验不通过
2110,2111,H851393420171003152239,17719327968帮忙号码解冻,,,OCS冷冻期解冻
2111,2112,H851393420171003163900,17754134056帮忙号码解冻,,,OCS冷冻期解冻
2112,2113,H851393420171009093735,18055776962帮忙看一下拆机的时候显示,,,拆机/销户系统校验不通过
2113,2114,H851393420171010091836,17755789901帮忙看一下一直显示开通中,,,订单卡单
2114,2115,H851393420171024160127,127878497帮忙看一下这个订单号怎么老是开通中，帮忙处理,,,无匹配标签
2115,2116,H851393420171027083205,127986905一直显示开通中帮忙竣工,,,订单卡单
2116,2117,H851396120171006135205,222753341 订单号，烦请撤单,,,订单删单/撤单
2117,2118,H851425620170930170026,用户13309691905，迁转199不限量，出现这个图，请帮忙解决，为感！,,,改签不限量套餐
2118,2119,H851454120170929115407,订单号163800535，用微信支付成功，点击确认缴费，提示缴费失败，，调销账系统接口失败,,,受理报错
2119,2120,H851479120171010090503,18098530919将整个套餐过户至17756303877的合同号下，是同一机主，大后台过户提示手机数量超过阀值，用户身份证下面只有5个卡，麻烦协助处理,,,过户不成功
2120,2121,H851479120171013145146,84718221这个单号一直在开通中，但实际上ITV已经拆机了，现在影响手机号的注销，请处理，谢谢,,,订单卡单
2121,2122,H851479120171017095320,84783037麻烦竣工，改套餐过不去，谢谢,,,受理报错
2122,2123,H851479120171030090713,85045846一直暂存，请竣工，不然无法拆宽带,,,订单卡单
2123,2124,H851479320171005121528,IPTV，宽带输进去都是这样，麻烦帮我处理一下,,,IPTV退单、删单
2124,2125,H851479320171021151419,用户itv缴费，系统这样麻烦处理一下,,,无匹配标签
2125,2126,H851546820171031151820,拆机出现这种提示,,,拆机/销户系统校验不通过
2126,2127,H851567520171006140244,15399553032麻烦添加下，乐享4G10元副卡功能费-可选包,,,签转不限量副卡未享受优惠
2127,2128,H851570320170930162443,18919659872 老师 3G换4G 卡  缴费界面调出失败 烦请老师帮忙核查一下 谢谢,,,受理报错
2128,2129,H851570320170930165213,18956050519 签转不限量199元套餐  加装两张副卡.缴费报错 ,,,改签不限量套餐
2129,2130,H851710220171015105150,98461092次订单一点击打印回执单就提示加载XML失败，请处理,,,人像采集报错
2130,2131,H851710220171017102823,A000007818FF4D这个串码已经发三次单子了，到现在串码还是认领不了，咋解决？,,,串码释放
2131,2132,H851727420171003135921,订单号：255947685  缴费失败,,,受理报错
2132,2133,H851727420171004162823,256046269此订单最后交费时出现获取信息费用失败，重新获取仍然不行，烦请后台处理,,,受理报错
2133,2134,H851727420171005111027,18019987945此号码一卡双号发短信无法退订，烦请后台处理,,,一卡双号退订
2134,2135,H851747820171015154037,顾客原本爱家169套餐，现改为省内不限量199套餐，宽带itv都是带入原来的 现在2.0一直显示在待发送的状态 麻烦看下是什么问题,,,订单卡单
2135,2136,H851772420171015092055,IPTV5512011200330 用户已办理过标清改高清，机顶盒已更换过，可是CR系统还是显示用户为标清，用户有张影视会员卡充值不了，显示用户为标清,,,缴费未到账(第三方平台问题)
2136,2137,H851772420171028135410,号码：18019543416 订单号：244973590一直待生效，请大后台删单,,,订单删单/撤单
2137,2138,H851928720171029082830,营业厅服务攻坚：登录小前台系统 出现乱码 请后台查看  ,,,受理报错
2138,2139,L715127520171009154751,8626788新装固话确定交费提示保存失败，麻烦老师帮忙看下怎么处理，订单号105706988,,,受理报错
2139,2140,L716745120171005092504,13359077333改199不限量，提示,,,改签不限量套餐
2140,2141,L716745120171005181521,18955775355加装99元省内不限量201708,,,改签不限量套餐
2141,2142,L716745120171007133737,改99不限量，加装副卡18119551597，帮忙加：可选包_129及以下省内不限量副卡10元_201708，11月生效,,,改签不限量套餐
2142,2143,L716745120171007135734,改99不限量，副卡加装15385723362：可选包_129及以下省内不限量副卡10元_201708，11月生效,,,改签不限量套餐
2143,2144,L716745120171008130159,17754262589改套餐，原副卡没有套餐，帮忙加过渡套餐,,,受理报错
2144,2145,L716745120171008140603,"18133786931,18133783153拆机，提示：",,,拆机/销户系统校验不通过
2145,2146,L716745120171009091141,18105576783从小前台拆机，提示：,,,拆机/销户系统校验不通过
2146,2147,L716745120171017160605,18119573484帮忙解冻,,,OCS冷冻期解冻
2147,2148,L716745120171018094107,18119573474帮忙解冻,,,OCS冷冻期解冻
2148,2149,L716745120171024135127,18955771270改199不限量，,,,改签不限量套餐
2149,2150,L716745120171024143549,18133275308套餐拆机，提示有翼支付余额，从4G拆机，每个号码都读卡实名，提示：,,,拆机/销户系统校验不通过
2150,2151,L716745120171024144139,15399508780+15399598780 拆机，无套餐，帮忙加过渡套餐,,,拆机/销户系统校验不通过
2151,2152,L716745120171026152222,17719300119复机，一直开通中,,,订单卡单
2152,2153,L716745120171028171202,128040127一直未竣工,,,订单卡单
2153,2154,L734716520171021095913,用户改不限量199元套餐，加装副卡号码18110914643一直开通中，无法办理其他业务，请报竣工,,,订单卡单
2154,2155,L734734920170930164547,"18133690600,办理线下取卡，不能确定缴费 烦请后台查看",,,订单卡单
2155,2156,L734734920171008170950,订单：256436076， 确定缴费时 提示：,,,订单卡单
2156,2157,L734785620171002142123,15339693328 变更套餐 提示有未完成订单 但购物车没有单子 烦请处理,,,订单删单/撤单
2157,2158,L734785620171010131748,18156025006更改不限量199套餐 提交订单时提示报错 烦请处理,,,改签不限量套餐
2158,2159,L734785620171031143957,18955115255更改不限量套餐 获取集团信息提示已经获取成功 但系统看不到新选的号码 烦请处理,,,改签不限量套餐
2159,2160,L734789420171012174443,17756071130加个过渡套餐,,,套餐补录
2160,2161,L734789420171013114811,18056094100 办理套餐过户，天翼e家_e9智慧家庭_不限时（单机版）_201311_139元 套餐过户  提示,,,过户不成功
2161,2162,L734808120171028173433,15385512545用户手机查询2017年9月账单中有流量包130元 ，查询不到订购记录 ，烦请查看核实！,,,流量费用争议
2162,2163,L734867120171003173328,单号，253528206，烦请撤单,,,订单删单/撤单
2163,2164,L734867120171021165014,"15305693259,改129元爱家栓百兆，提示有在途单子，无法改套餐，用户联系15105512353",,,订单卡单
2164,2165,L734885020170928175318,号码：15375297322办理过渡套餐一直待发送，,,,订单卡单
2165,2166,L734885020171020171103,订单号：257772119无法确认缴费,,,无匹配标签
2166,2167,L734885020171023095616,订单：258073459 待确认 请后台删除,,,订单删单/撤单
2167,2168,L734890320171019091723,054096340副卡不共享主套餐，用户9.18号办理改套餐，10月为何不共享主套餐流,,,受理报错
2168,2169,L734918620171021172212,18156069393 180单YJ00002017101920662366 审批同意免保底免预存做不限量套餐副卡 前台无法退订靓号保底和靓号预规则  烦请处理  谢谢,,,改签不限量套餐
2169,2170,L734936420171021124628,我部办理实名显示,,,未实名
2170,2171,L740220720171004093145,84535378单子一直在开通中,,,订单卡单
2171,2172,L740220720171011151731,84682441一直在开通中,,,订单卡单
2172,2173,L740220720171011155116,18956333699，18956323388这两个改套餐的编码改成王欢的，YC633304004,,,受理报错
2173,2174,L740220720171017120921,84790530，单子一直在竣工中,,,订单卡单
2174,2175,L741247120171023155130,"请帮忙看一下订单号84903190,一直不竣工",,,订单卡单
2175,2176,L741258920171018080749,订单号：84793979，接入号：IPTV5632017467989 ，新装订单无流程信息，请处理,,,订单卡单
2176,2177,L741321120171029110626,15357525688原129爱家套餐升级199不限量套餐该号码上的副卡分别为：15357580821、15357590821当时更改时系统故障，副卡功能包没有添加上，请给予补录：乐享4G副卡功能包201410,,,改签不限量套餐
2177,2178,L741323620170831150225,13305639220用户签转不限量199  ITV提示承载宽带不在同一账户  麻烦处理 宽带账号：KDYX56320131214334      ITV账号：IPTV5632013304630,,,改签不限量套餐
2178,2179,L742349920170928103329,15395560326改套餐出现这个麻烦处理,,,受理报错
2179,2180,L742349920170928174712,8986031784556262539麻烦释放,,,串码释放
2180,2181,L742349920170930163630,18909665610拆机出现这个 麻烦处理,,,拆机/销户系统校验不通过
2181,2182,L742349920171005111037,18054080682麻烦解冻,,,OCS冷冻期解冻
2182,2183,L742349920171010091015,8986031784556267191麻烦释放,,,串码释放
2183,2184,L742349920171011155452,8986031784556285110麻烦释放,,,串码释放
2184,2185,L742349920171018095948,订单129811550一直开通中麻烦处理,,,订单卡单
2185,2186,L742349920171019090751,合同号SS01751办理过户申请将VC充值的147.6元调入默认余额,,,缴费未到账(第三方平台问题)
2186,2187,L742349920171019105902,18009666206单位用户2016年4月更改套餐导致集团支付丢失，故申请调账，2016年5月至2017年8月，每月调账100，共计1600，但现查询到系统到账1497.67，已咨询本地调账工作人员说调了1600，能否帮忙查查看是怎么回事？谢谢,,,受理报错
2187,2188,L742349920171019165853,用户17755621588已更改99省内不限量套餐，套餐Id142741958的包年流量包可否将失效日期调为2017年10月31日,,,流量费用争议
2188,2189,L742351520170922105318,18130590968甘善如这个号码套餐自动失效，稽核无套餐请将生效时间延长,,,套餐后台修改
2189,2190,L742353620171009140213,删除多余身份证，提交时提示调用获取身份证照片接口失败，身份证：340811199212265329,,,订单删单/撤单
2190,2191,L742360520171028110723,YJXQ2017100155618311427此工单派到辞职人员工号下，麻烦帮忙转到L7441735工号下谢谢~,,,工号权限/密码
2191,2192,L742360520171029152301,YJXQ2017100355618311632此工单派到已辞职人员工号下，麻烦帮忙转派到L7441735工号下谢谢~,,,工号权限/密码
2192,2193,L742391220171006160002,13365766754号码，疑似虚假登记停机了，现在复机提示这个,,,非实名/疑似虚假登记停机
2193,2194,L742391220171028153127,107569762一直是开通中,,,订单卡单
2194,2195,L742410820171004103850,A0000078554DCF麻烦释放串号,,,串码释放
2195,2196,L742537420170928105152,请领到帮忙查询AHWH1184383去年8月份至今的缴费记录，和历史欠费，谢谢,,,无匹配标签
2196,2197,L742590920171019111034,号码18175369122之前是0元副卡想改199全国不限量套餐，而用户自己在外地，发了身份证原件正反面给我，验证码也发给我了，有什么办法可以办到吗？,,,改签不限量套餐
2197,2198,L742629120170922080514,集团流水号：JTSH201700034215，电路拆机，补录时提示输入IP虚拟专网号码，VPN网号CTVPN53662、业务号码CIR14673等都试了，过不去，单子无法往下走，请问从哪可以找到IP虚拟专网号码，怎么输入都是提示，没有找到符合条件的数据,,,受理报错
2198,2199,L742641720171009154522,受理订单最后一步确定缴费时出现这个提示，怎么处理,,,订单卡单
2199,2200,L742641720171009173316,帮本局职工15305568035升级套餐为199不限量，更改套餐时带出一个副卡号码，但是这个号码根本不在此证件下，现在套餐改好了，合同号不一样，这种问题怎么解决,,,改签不限量套餐
2200,2201,L742646920171010115405,需求单编码 ：2017006051 ； 建设项目编号：55106172131； 建设项目名称：合肥市分公司肥西县ODN第2批次肥西县官亭王集余店下移点光终端盒配线光交光缆优化需求光网项目； OLT局站名称 ：官亭交换局；  起点设施名称 ：官亭王集光交； 终点设施名称 ：官亭王集余店下移点光终端盒； 纤芯数 ：12；      改为： 建设项目名称：合肥市分公司肥西县ODN第2批次肥西县官亭王集余店光配光缆优化需求光网项目； OLT局站名称 ：王集；起点设施名称 ：王集MODF；终点设施名称 ：王集余店光,,,串码释放
2201,2202,L742646920171010144548,16AH019395001  决算转固  【控制】表1填写完成： 建设单位管理费的“实际完成”金额要小于等于“初步设计或一阶段设计”金额，请处理！ ,,,固定资产支撑
2202,2203,L742646920171011144245,需求单编码 ：2017006051 ； 建设项目编号：55106172131； 原建设项目名称：合肥市分公司肥西县ODN第2批次肥西县官亭王集余店下移点光终端盒配线光交光缆优化需求光网项目； OLT局站名称 ：官亭交换局； 起点设施名称 ：官亭王集光交； 终点设施名称 ：官亭王集余店下移点光终端盒； 纤芯数 ：12。                现 改为： 建设项目名称：合肥市分公司肥西县ODN第2批次肥西县官亭王集余店光配光缆优化需求光网项目； OLT局站名称 ：王集；起点设施名称 ：王集MODF；终,,,串码释放
2203,2204,L742663520170928155059,号码17719444622 订单号：98961756 一直在待竣工状态。麻烦竣工。现用户要求销户,,,订单卡单
2204,2205,L742663520171003100607,17730257706过户一直提示有缴费助手。但系统查询并没有。付款方式也已经是现金。请解决,,,订单卡单
2205,2206,L742663520171003101552,17730257706办理套餐过户一直提示有缴费助手。但系统查询并没有。付款方式也已经是现金。请解决,,,订单卡单
2206,2207,L742663520171008142534,IPTV5562017972804 订单号：128833377。退单后itv上有个120规则未取消。先要重新受理。麻烦将此费用转出。,,,IPTV退单、删单
2207,2208,L742680220171007082321,18909664970改199省内不限量套餐时，4G系统提示为不限量副卡，CRM系统提示无套餐，后来将该号码单独分开改为19元纯流量套餐，欲主副卡成员变更加为副卡，系统仍提示为不限量副卡，麻烦处理变更为不限量副卡,,,流量费用争议
2208,2209,L742680220171016172853,麻烦释放串号A0000073292060和串号A00000792903BC，由于该两个串号做新装不限量套餐购机直降活动，公司系统提串号未绑订，麻烦释放串号，受理人重新受理,,,改签不限量套餐
2209,2210,L742888020170914170052,4G销售员系统无法查询工号L7479650的任何信息，请问什么原因,,,工号权限/密码
2210,2211,L742888020170916080602,烦请IT查下这几个工号均是什么时候删除的H8159137，H8160712，H8158776，H8156326，H8490954；工号H8485952是什么时候暂停的,,,订单删单/撤单
2211,2212,L742888020171003100126,工号H8153322做单子提示“缴费失败”，麻烦看看什么原因,,,受理报错
2212,2213,L742888020171010153034,工号L7497191登录小前台一直是“后台服务超时”“调用后台认证失败”，换电脑也是一样提示，权限并没有问题，请问是什么原因,,,订单卡单
2213,2214,L742888020171018174457,麻烦把订单89608938竣工下，后台竣工异常 ,,,订单卡单
2214,2215,L742917820171015130850,15324555121  用户办理拆机  提示购物车有在途单  删不掉,,,订单删单/撤单
2215,2216,L742917820171026111454,13305564039 办理改套餐业务  套餐内 天翼高清行业0元基础班月包(非酒店版)  556300000370 自动退订  现加不上去,,,受理报错
2216,2217,L742917820171030135644,18075391594改套餐提示旧套餐在新套餐中不存在 无法办理,,,受理报错
2217,2218,L742917820171030201114,18075391594退订套餐是待生效状态  套餐ID 145357607. 请处理,,,订单卡单
2218,2219,L742922120170930172922,充值卡密码不全，请查询,,,缴费未到账(第三方平台问题)
2219,2220,L742922120171018085419,不限量套餐的副卡当月资费是怎样的,,,改签不限量套餐
2220,2221,L743017620170928165659,4G系统办理新增副卡时经办人人像采集无法通过，提示和身份证不匹配，但确实是本人和本人身份证！烦请处理！,,,人像采集报错
2221,2222,L743017620171009085901,电路CIR55630862受理业务时提示系统异常，烦请处理，急！,,,受理报错
2222,2223,L743086520171021154243,IPTV5562012346268用户数字电视上的观看和点播业务几个月都不及时更新，用户不配合更换机顶盒升级，坚持要求反馈处理。用户联系方式05565551466，烦请省创新核实,,,IPTV退单、删单
2223,2224,L743093520171001123305,185499559订单号提示有未完成订单，18949813453,,,订单卡单
2224,2225,L743093520171002093121,255803806订单一直没竣工，请处理,,,订单卡单
2225,2226,L743093520171002105137,KDYX55120111053596提示在途单，请处理,,,订单卡单
2226,2227,L743093520171002124413,255573900拆机单一直开通中，麻烦处理,,,订单卡单
2227,2228,L743093520171002131757,244405509 麻烦ITV撤单,,,订单删单/撤单
2228,2229,L743093520171003093149,18134526997\18133618067用户改套餐，小前台打包受理选择不到对应的合同号1000003245302，报错见截图，请处理,,,受理报错
2229,2230,L743093520171003162957,套餐升级报错18055164858,,,受理报错
2230,2231,L743093520171003173047,15375430962这个号码销户报错,,,受理报错
2231,2232,L743093520171006082012,255882160订单开通中，师傅收不到单子，麻烦查看,,,无匹配标签
2232,2233,L743093520171008102028,17756011132小前台改不限量199乙竣工无套餐请处理,,,改签不限量套餐
2233,2234,L743093520171008142726,256394421订单已竣工，购物车单子还在请处理,,,订单删单/撤单
2234,2235,L743093520171009105122,17756011132改不限量199套餐，99元老套餐失效时间是2017年10月31日。新套餐生效时间是10月7日，请将新套餐生效时间231947922 天翼_省内不限量199元_201706 时间调整为11月1日，谢谢,,,改签不限量套餐
2235,2236,L743093520171009112415,13365603208做主副卡变更报错，请处理,,,受理报错
2236,2237,L743093520171010091734,256588386 待发送，请处理,,,订单卡单
2237,2238,L743093520171011143045,18130461051受理提示报错，请处理,,,受理报错
2238,2239,L743093520171011153843,KDYX551201710947799 宽带套餐待生效状态，宽带按完全计时收费，请将待生效套餐处理正常， 229301344 可选包_129及以上套餐加装第二部50M宽带不限时_240元/年_201705 ，请处理，谢谢,,,订单卡单
2239,2240,L743093520171011155559,18955131361取消一卡双号报错，请处理,,,受理报错
2240,2241,L743093520171012085333,239164212待竣工，请处理,,,订单卡单
2241,2242,L743093520171012134733,客户订单号197903436单已撤单，改不限量提示基础订单未完成 ,,,订单删单/撤单
2242,2243,L743093520171012163444,18019922620改不限量套餐提示这个错误，请帮忙处理，谢谢 ,,,改签不限量套餐
2243,2244,L743093520171015145547,18949870146改199提示错误，请帮忙处理下，谢谢,,,受理报错
2244,2245,L743093520171015153802,18949870146改199提示错误，请帮忙处理下，谢谢,,,受理报错
2245,2246,L743093520171017084719,257330282缴费报错，请处理 ,,,受理报错
2246,2247,L743093520171017171753,340121197311194015用户证件实名提示超过上限，小前台个人证件查询只显示3个号码，请查询原因，谢谢,,,未实名
2247,2248,L743093520171018111804,"13305695689换卡报错提示协议方案_测试卡套餐_200903，号码账户欠费10045元，需要将测试卡套餐删除及欠费缴清后进行换卡操作，因账户是公免卡缴费后需要进行返销账处理，返销提示返销后帐本余额小于界限值,不能返销，查询用户默认余额之前有负值-5373.88元，实际缴费是10045元，现在需要将10045返销，请帮忙处理",,,订单删单/撤单
2248,2249,L743093520171021154736,15375435544办理不限量出现错误，请领导查看解决下,,,改签不限量套餐
2249,2250,L743093520171021175910,18054095041改199套餐提示这个错误，帮忙处理下，谢谢,,,受理报错
2250,2251,L743093520171023162040,253330555订单号经办人信息不正确，电子工单上传报错提示该订单没有身份证图片信息，请把订单的经办人改为李娜，身份证号码340121198410058523，请处理,,,受理报错
2251,2252,L743093520171027090454,18010871077退订一卡双号报错，请处理,,,受理报错
2252,2253,L743093520171027115407,66853113号码显示是宽带号码，请查询原因，IPTV5512016942297号码无法加装不限量ITV可选包，查看承载宽带号码已不存在，请处理,,,改签不限量套餐
2253,2254,L743093520171027153440,258482547缴费报错，请处理,,,受理报错
2254,2255,L743093520171027161610,17775332056 拆机报错，查看号码状态正常,,,受理报错
2255,2256,L743093520171028075722,17333210850受理提示在途单，请处理,,,订单卡单
2256,2257,L743093520171029142736,18010851302 15357711032更改套餐报错,,,受理报错
2257,2258,L743093520171031162834,18019972255、18956071787取消一卡双号系统报错，请处理,,,受理报错
2258,2259,L743127620170928161336,18949465125，订单号128021240订单一直开通中，请竣工，谢谢,,,订单卡单
2259,2260,L743183420170920112043,"CRM工号80363,在合作伙伴结算子系统里选不了线上合同，合同是已归档已授权过的。合同编号AHCUG1701591CGN00,其他合同能选到，就这一个选不上，请帮忙处理，谢谢！",,,工号权限/密码
2260,2261,L743196020171023083411,KDYX55020172078440大资源执行异常，卡单 请处理,,,订单卡单
2261,2262,L743235620171003173135,在给13365651358改爱家129双百兆一直在待发送状态，订单号255957607请查看一下能否给予解决谢谢！,,,订单卡单
2262,2263,L743260620171024113236,W9431746该工号翼运维密码重置多次均提示密码重置失败，请支撑处理。师傅联系方式17754080334,,,受理报错
2263,2264,L743388820171023084027,我的工号来障碍没有短信提示15305672259工号是L7433888,,,工号权限/密码
2264,2265,L743432620171010171016,256627522确定交费失败,,,受理报错
2265,2266,L743458920171011092951,请业管协处删除订单:239084169  客户:汤今红  客户经理  陶倩微  15305600060,,,订单删单/撤单
2266,2267,L743474320170926161459,KDYX56120171425102工单到外线就是超时的严重影响外线指标忘彻查，之前也有此类工单,,,订单卡单
2267,2268,L743535320170929104853,18055789903 签转199不限量套餐，提示省份异常，请IT帮忙看看。,,,改签不限量套餐
2268,2269,L743543020170927143913,工号L7435430，小前台系统登陆不上去，点击登陆后，提示找不到网页,,,工号权限/密码
2269,2270,L743564220171010155035,18175328681拆机工单回执单无法打印，已经换三台电脑，换工号操作都提示错误，请帮忙处理,,,人像采集报错
2270,2271,L743564220171021161316,17755671750原预付费套餐现在改成省内99不限量套餐]，在做过渡套餐 最后一步提示个人定制套餐，不允许互转，请帮忙处理！,,,改签不限量套餐
2271,2272,L743615820170929131842,打印回执单出现图上状况，不在小前台打印的没有,,,人像采集报错
2272,2273,L743615820170929132407,打回执单出现问题，打印明白纸没事，不知怎么了，请领导帮忙查看一下,,,人像采集报错
